Artikel,article_description,Bruttobetrag,Nettobetrag,Verkaufte_Stücke,Gewicht_verkauft,Durchschnittlicher_Preis,umsatz_tot,origin,year,date
A10148,Fruchttörtli,2.4,2.4,1,NA,2.4,0.13,22.09.csv,2015,22.09.2015
A10150,Spinatstrudel,2.5,2.5,1,NA,2.5,0.13,22.09.csv,2015,22.09.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.34,22.09.csv,2015,22.09.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.29,22.09.csv,2015,22.09.2015
A10415,Sandwich Turkey,16.5,16.5,3,NA,5.5,0.88,22.09.csv,2015,22.09.2015
A10422,Sandwich Turkey Classic,6.5,6.5,1,NA,6.5,0.35,22.09.csv,2015,22.09.2015
A10000,Catering,10,10,5,NA,2,0.6,23.09.csv,2015,23.09.2015
A10001,Favorite,536,536,72,NA,7.44,32.05,23.09.csv,2015,23.09.2015
A10002,Green,388,388,53,NA,7.32,23.2,23.09.csv,2015,23.09.2015
A10006,Menu Salat,37,37,24,NA,1.54,2.21,23.09.csv,2015,23.09.2015
A10010,Kitchen 0,27,27,3,NA,9,1.61,23.09.csv,2015,23.09.2015
A10011,Kitchen 1,321,321,34,NA,9.44,19.19,23.09.csv,2015,23.09.2015
A10020,Local 0,251,251,32,NA,7.84,15.01,23.09.csv,2015,23.09.2015
A10040,Garden,32,32,5,1.368,23.39,1.91,23.09.csv,2015,23.09.2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.21,23.09.csv,2015,23.09.2015
A10101,Ragusa-Gipfel ,9.6,9.6,4,NA,2.4,0.57,23.09.csv,2015,23.09.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.3,23.09.csv,2015,23.09.2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0.14,23.09.csv,2015,23.09.2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0.47,23.09.csv,2015,23.09.2015
A10136,Muffin,5,5,2,NA,2.5,0.3,23.09.csv,2015,23.09.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.13,23.09.csv,2015,23.09.2015
A10150,Spinatstrudel,2.5,2.5,1,NA,2.5,0.15,23.09.csv,2015,23.09.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.27,23.09.csv,2015,23.09.2015
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0.33,23.09.csv,2015,23.09.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.24,23.09.csv,2015,23.09.2015
A10422,Sandwich Turkey Classic,13,13,2,NA,6.5,0.78,23.09.csv,2015,23.09.2015
A10433,Bagel Sandwich Vegi Luxus,5.5,5.5,1,NA,5.5,0.33,23.09.csv,2015,23.09.2015
A10000,Catering,48.9,48.9,9,NA,5.43,2.75,24.09.csv,2015,24.09.2015
A10001,Favorite,825,825,112,NA,7.37,46.43,24.09.csv,2015,24.09.2015
A10002,Green,423,423,57,NA,7.42,23.81,24.09.csv,2015,24.09.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.03,24.09.csv,2015,24.09.2015
A10006,Menu Salat,60,60,40,NA,1.5,3.38,24.09.csv,2015,24.09.2015
A10010,Kitchen 0,8,8,1,NA,8,0.45,24.09.csv,2015,24.09.2015
A10011,Kitchen 1,115,115,12,NA,9.58,6.47,24.09.csv,2015,24.09.2015
A10020,Local 0,218,218,30,NA,7.27,12.27,24.09.csv,2015,24.09.2015
A10040,Garden,13.9,13.9,2,0.606,22.94,0.78,24.09.csv,2015,24.09.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.11,24.09.csv,2015,24.09.2015
A10110,Sonnenblumenbrötli,1.7,1.7,1,NA,1.7,0.1,24.09.csv,2015,24.09.2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0.14,24.09.csv,2015,24.09.2015
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0.14,24.09.csv,2015,24.09.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.22,24.09.csv,2015,24.09.2015
A10161,Muffin gross,6,6,2,NA,3,0.34,24.09.csv,2015,24.09.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.36,24.09.csv,2015,24.09.2015
A10401,Sandwich Mittel,35,35,7,NA,5,1.97,24.09.csv,2015,24.09.2015
A10405,Sandwich,4.5,4.5,1,NA,4.5,0.25,24.09.csv,2015,24.09.2015
A10000,Catering,7,7,2,NA,3.5,0.59,25.09.csv,2015,25.09.2015
A10001,Favorite,450,450,62,NA,7.26,38.23,25.09.csv,2015,25.09.2015
A10002,Green,158,158,21,NA,7.52,13.42,25.09.csv,2015,25.09.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.05,25.09.csv,2015,25.09.2015
A10006,Menu Salat,52.5,52.5,35,NA,1.5,4.46,25.09.csv,2015,25.09.2015
A10010,Kitchen 0,8,8,1,NA,8,0.68,25.09.csv,2015,25.09.2015
A10011,Kitchen 1,19,19,2,NA,9.5,1.61,25.09.csv,2015,25.09.2015
A10014,Kitchen 4,287,287,23,NA,12.48,24.38,25.09.csv,2015,25.09.2015
A10020,Local 0,155,155,21,NA,7.38,13.17,25.09.csv,2015,25.09.2015
A10040,Garden,16.2,16.2,4,0.702,23.08,1.38,25.09.csv,2015,25.09.2015
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0.2,25.09.csv,2015,25.09.2015
A10161,Muffin gross,3,3,1,NA,3,0.25,25.09.csv,2015,25.09.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.34,25.09.csv,2015,25.09.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.47,25.09.csv,2015,25.09.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.34,25.09.csv,2015,25.09.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.42,25.09.csv,2015,25.09.2015
A10000,Catering,10,10,2,NA,5,0.43,28.09.csv,2015,28.09.2015
A10001,Favorite,739,739,101,NA,7.32,31.82,28.09.csv,2015,28.09.2015
A10002,Green,523,523,69,NA,7.58,22.52,28.09.csv,2015,28.09.2015
A10006,Menu Salat,37,37,24,NA,1.54,1.59,28.09.csv,2015,28.09.2015
A10011,Kitchen 1,378,378,38,NA,9.95,16.27,28.09.csv,2015,28.09.2015
A10013,Kitchen 3,11,11,1,NA,11,0.47,28.09.csv,2015,28.09.2015
A10020,Local 0,485,485,67,NA,7.24,20.88,28.09.csv,2015,28.09.2015
A10040,Garden,38.4,38.4,7,1.67,22.99,1.65,28.09.csv,2015,28.09.2015
A10063,Frucht 1.00,3,3,3,NA,1,0.13,28.09.csv,2015,28.09.2015
A10101,Ragusa-Gipfel ,9.6,9.6,4,NA,2.4,0.41,28.09.csv,2015,28.09.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.1,28.09.csv,2015,28.09.2015
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0.21,28.09.csv,2015,28.09.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.11,28.09.csv,2015,28.09.2015
A10111,Schoggi Fair,6.6,6.6,3,NA,2.2,0.28,28.09.csv,2015,28.09.2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0.07,28.09.csv,2015,28.09.2015
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0.07,28.09.csv,2015,28.09.2015
A10122,Nussbrille,2.5,2.5,1,NA,2.5,0.11,28.09.csv,2015,28.09.2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0.1,28.09.csv,2015,28.09.2015
A10129,Aprikosen-Bögli,2.4,2.4,1,NA,2.4,0.1,28.09.csv,2015,28.09.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.17,28.09.csv,2015,28.09.2015
A10161,Muffin gross,12,12,4,NA,3,0.52,28.09.csv,2015,28.09.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.28,28.09.csv,2015,28.09.2015
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0.39,28.09.csv,2015,28.09.2015
A10416,Sandwich Ticinese,12,12,2,NA,6,0.52,28.09.csv,2015,28.09.2015
A10425,Sandwich Italien,6,6,1,NA,6,0.26,28.09.csv,2015,28.09.2015
A10451,Sandwich Bauette,10,10,2,NA,5,0.43,28.09.csv,2015,28.09.2015
L19100,Patisserie offen,2.4,2.4,1,NA,2.4,0.1,28.09.csv,2015,28.09.2015
A10000,Catering,10.7,10.7,3,NA,3.57,0.61,29.09.csv,2015,29.09.2015
A10001,Favorite,838,838,115,NA,7.29,47.71,29.09.csv,2015,29.09.2015
A10002,Green,330,330,44,NA,7.5,18.79,29.09.csv,2015,29.09.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.03,29.09.csv,2015,29.09.2015
A10006,Menu Salat,46.5,46.5,31,NA,1.5,2.65,29.09.csv,2015,29.09.2015
A10013,Kitchen 3,116,116,10,NA,11.6,6.6,29.09.csv,2015,29.09.2015
A10020,Local 0,282,282,38,NA,7.42,16.05,29.09.csv,2015,29.09.2015
A10023,Local 3,11,11,1,NA,11,0.63,29.09.csv,2015,29.09.2015
A10040,Garden,51.3,51.3,7,2.158,23.77,2.92,29.09.csv,2015,29.09.2015
A10063,Frucht 1.00,5,5,5,NA,1,0.28,29.09.csv,2015,29.09.2015
A10072,Schichtjoghurt,6,6,2,NA,3,0.34,29.09.csv,2015,29.09.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.41,29.09.csv,2015,29.09.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.27,29.09.csv,2015,29.09.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.14,29.09.csv,2015,29.09.2015
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.25,29.09.csv,2015,29.09.2015
A10121,Mandelschnecke ,2.9,2.9,1,NA,2.9,0.17,29.09.csv,2015,29.09.2015
A10125,Nussstange,2.4,2.4,1,NA,2.4,0.14,29.09.csv,2015,29.09.2015
A10126,Apfel im Schlafrock,4.8,4.8,2,NA,2.4,0.27,29.09.csv,2015,29.09.2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0.14,29.09.csv,2015,29.09.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.22,29.09.csv,2015,29.09.2015
A10161,Muffin gross,3,3,1,NA,3,0.17,29.09.csv,2015,29.09.2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0.18,29.09.csv,2015,29.09.2015
A10401,Sandwich Mittel,5,5,1,NA,5,0.28,29.09.csv,2015,29.09.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.23,29.09.csv,2015,29.09.2015
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0.51,29.09.csv,2015,29.09.2015
A10000,Catering,6,6,1,NA,6,0.36,30.09.csv,2015,30.09.2015
A10001,Favorite,638,638,87,NA,7.33,37.83,30.09.csv,2015,30.09.2015
A10002,Green,225,225,30,NA,7.5,13.34,30.09.csv,2015,30.09.2015
A10006,Menu Salat,30,30,20,NA,1.5,1.78,30.09.csv,2015,30.09.2015
A10012,Kitchen 2,261,261,25,NA,10.44,15.47,30.09.csv,2015,30.09.2015
A10020,Local 0,415,415,58,NA,7.16,24.6,30.09.csv,2015,30.09.2015
A10040,Garden,45.9,45.9,8,1.994,23.02,2.72,30.09.csv,2015,30.09.2015
A10063,Frucht 1.00,3,3,3,NA,1,0.18,30.09.csv,2015,30.09.2015
A10072,Schichtjoghurt,3,3,1,NA,3,0.18,30.09.csv,2015,30.09.2015
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.26,30.09.csv,2015,30.09.2015
A10115,Kaisersemmel ,1.4,1.4,1,NA,1.4,0.08,30.09.csv,2015,30.09.2015
A10121,Mandelschnecke ,4.8,4.8,2,NA,2.4,0.28,30.09.csv,2015,30.09.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.23,30.09.csv,2015,30.09.2015
A10144,Trockengebäck 100g verpackt,4.4,4.4,2,NA,2.2,0.26,30.09.csv,2015,30.09.2015
A10161,Muffin gross,9,9,3,NA,3,0.53,30.09.csv,2015,30.09.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.38,30.09.csv,2015,30.09.2015
A10401,Sandwich Mittel,15,15,3,NA,5,0.89,30.09.csv,2015,30.09.2015
A10403,Bagel 1,5.5,5.5,1,NA,5.5,0.33,30.09.csv,2015,30.09.2015
L19100,Patisserie offen,5,5,2,NA,2.5,0.3,30.09.csv,2015,30.09.2015
A10000,Catering,20,20,3,NA,6.67,1.24,01.10.csv,2015,01.10.2015
A10001,Favorite,753,753,102,NA,7.38,46.52,01.10.csv,2015,01.10.2015
A10002,Green,196,196,27,NA,7.26,12.11,01.10.csv,2015,01.10.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.04,01.10.csv,2015,01.10.2015
A10006,Menu Salat,51,51,34,NA,1.5,3.15,01.10.csv,2015,01.10.2015
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0.09,01.10.csv,2015,01.10.2015
A10013,Kitchen 3,352,352,30,NA,11.73,21.75,01.10.csv,2015,01.10.2015
A10020,Local 0,142,142,19,NA,7.47,8.77,01.10.csv,2015,01.10.2015
A10040,Garden,34.1,34.1,6,1.484,22.98,2.11,01.10.csv,2015,01.10.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.3,01.10.csv,2015,01.10.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.15,01.10.csv,2015,01.10.2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0.14,01.10.csv,2015,01.10.2015
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.27,01.10.csv,2015,01.10.2015
A10115,Kaisersemmel ,1.6,1.6,1,NA,1.6,0.1,01.10.csv,2015,01.10.2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0.15,01.10.csv,2015,01.10.2015
A10144,Trockengebäck 100g verpackt,4.4,4.4,2,NA,2.2,0.27,01.10.csv,2015,01.10.2015
A10150,Spinatstrudel,5,5,2,NA,2.5,0.31,01.10.csv,2015,01.10.2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0.2,01.10.csv,2015,01.10.2015
A10400,Sandwich klein,4,4,1,NA,4,0.25,01.10.csv,2015,01.10.2015
A10401,Sandwich Mittel,5,5,1,NA,5,0.31,01.10.csv,2015,01.10.2015
A10402,Sandwich Gross,6,6,1,NA,6,0.37,01.10.csv,2015,01.10.2015
A10403,Bagel 1,11,11,2,NA,5.5,0.68,01.10.csv,2015,01.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.28,01.10.csv,2015,01.10.2015
L19100,Patisserie offen,7.5,7.5,3,NA,2.5,0.46,01.10.csv,2015,01.10.2015
A10000,Catering,4,4,1,NA,4,0.29,02.10.csv,2015,02.10.2015
A10001,Favorite,721,721,99,NA,7.28,51.8,02.10.csv,2015,02.10.2015
A10002,Green,202,202,27,NA,7.48,14.51,02.10.csv,2015,02.10.2015
A10006,Menu Salat,25.5,25.5,17,NA,1.5,1.83,02.10.csv,2015,02.10.2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0.04,02.10.csv,2015,02.10.2015
A10010,Kitchen 0,8,8,1,NA,8,0.57,02.10.csv,2015,02.10.2015
A10013,Kitchen 3,136,136,12,NA,11.33,9.77,02.10.csv,2015,02.10.2015
A10020,Local 0,238,238,32,NA,7.44,17.1,02.10.csv,2015,02.10.2015
A10040,Garden,8.2,8.2,2,0.356,23.03,0.59,02.10.csv,2015,02.10.2015
A10063,Frucht 1.00,1,1,1,NA,1,0.07,02.10.csv,2015,02.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.17,02.10.csv,2015,02.10.2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.17,02.10.csv,2015,02.10.2015
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.16,02.10.csv,2015,02.10.2015
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0.12,02.10.csv,2015,02.10.2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0.17,02.10.csv,2015,02.10.2015
A10128,Aprikosenjalousie,2.4,2.4,1,NA,2.4,0.17,02.10.csv,2015,02.10.2015
A10129,Aprikosen-Bögli,4.8,4.8,2,NA,2.4,0.34,02.10.csv,2015,02.10.2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0.56,02.10.csv,2015,02.10.2015
A10136,Muffin,2.5,2.5,1,NA,2.5,0.18,02.10.csv,2015,02.10.2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0.23,02.10.csv,2015,02.10.2015
A10400,Sandwich klein,4,4,1,NA,4,0.29,02.10.csv,2015,02.10.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.29,02.10.csv,2015,02.10.2015
A10411,Sandwich Power Ham,4,4,1,NA,4,0.29,02.10.csv,2015,02.10.2015
A10412,Sandwich Gruyere,4,4,1,NA,4,0.29,02.10.csv,2015,02.10.2015
A10001,Favorite,881,881,122,NA,7.22,46.32,05.10.csv,2015,05.10.2015
A10002,Green,294,294,40,NA,7.35,15.46,05.10.csv,2015,05.10.2015
A10005,Menu Suppe,1.5,1.5,1,NA,1.5,0.08,05.10.csv,2015,05.10.2015
A10006,Menu Salat,52.5,52.5,35,NA,1.5,2.76,05.10.csv,2015,05.10.2015
A10014,Kitchen 4,286,286,23,NA,12.43,15.04,05.10.csv,2015,05.10.2015
A10020,Local 0,239,239,33,NA,7.24,12.57,05.10.csv,2015,05.10.2015
A10040,Garden,59.2,59.2,11,2.568,23.05,3.11,05.10.csv,2015,05.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.11,05.10.csv,2015,05.10.2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0.25,05.10.csv,2015,05.10.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.25,05.10.csv,2015,05.10.2015
A10104,Schoggi-Gipfel ,9.6,9.6,4,NA,2.4,0.5,05.10.csv,2015,05.10.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.13,05.10.csv,2015,05.10.2015
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0.09,05.10.csv,2015,05.10.2015
A10114,Fitnessbrötli ,3.4,3.4,2,NA,1.7,0.18,05.10.csv,2015,05.10.2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0.13,05.10.csv,2015,05.10.2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0.13,05.10.csv,2015,05.10.2015
A10143,Trockengebäck Lyner verpackt,4.8,4.8,2,NA,2.4,0.25,05.10.csv,2015,05.10.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.12,05.10.csv,2015,05.10.2015
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0.08,05.10.csv,2015,05.10.2015
A10153,Calzone,3.5,3.5,1,NA,3.5,0.18,05.10.csv,2015,05.10.2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.5,05.10.csv,2015,05.10.2015
A10400,Sandwich klein,4,4,1,NA,4,0.21,05.10.csv,2015,05.10.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.21,05.10.csv,2015,05.10.2015
A10421,Sandwich Ham & Cheese Big,6.5,6.5,1,NA,6.5,0.34,05.10.csv,2015,05.10.2015
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.21,05.10.csv,2015,05.10.2015
A10451,Sandwich Bauette,15,15,3,NA,5,0.79,05.10.csv,2015,05.10.2015
A10000,Catering,8,8,2,NA,4,0.42,06.10.csv,2015,06.10.2015
A10001,Favorite,1044,1044,143,NA,7.3,55.45,06.10.csv,2015,06.10.2015
A10002,Green,377,377,51,NA,7.39,20.02,06.10.csv,2015,06.10.2015
A10006,Menu Salat,48,48,32,NA,1.5,2.55,06.10.csv,2015,06.10.2015
A10007,Senf Mayo Ketschup,2,2,4,NA,0.5,0.11,06.10.csv,2015,06.10.2015
A10012,Kitchen 2,163,163,15,NA,10.87,8.66,06.10.csv,2015,06.10.2015
A10020,Local 0,102,102,14,NA,7.29,5.42,06.10.csv,2015,06.10.2015
A10040,Garden,62.3,62.3,11,2.658,23.44,3.31,06.10.csv,2015,06.10.2015
A10060,Frucht -.70,0.7,0.7,1,NA,0.7,0.04,06.10.csv,2015,06.10.2015
A10072,Schichtjoghurt,3,3,1,NA,3,0.16,06.10.csv,2015,06.10.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.25,06.10.csv,2015,06.10.2015
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.13,06.10.csv,2015,06.10.2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0.13,06.10.csv,2015,06.10.2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0.13,06.10.csv,2015,06.10.2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0.17,06.10.csv,2015,06.10.2015
A10409,Sandwich Appenzell,13,13,2,NA,6.5,0.69,06.10.csv,2015,06.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.24,06.10.csv,2015,06.10.2015
A10417,Sandwich Softie,4,4,1,NA,4,0.21,06.10.csv,2015,06.10.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.21,06.10.csv,2015,06.10.2015
A10422,Sandwich Turkey Classic,6.5,6.5,1,NA,6.5,0.35,06.10.csv,2015,06.10.2015
A10428,Bagel Sandwich Vegi Delight,5.5,5.5,1,NA,5.5,0.29,06.10.csv,2015,06.10.2015
A10451,Sandwich Bauette,20,20,4,NA,5,1.06,06.10.csv,2015,06.10.2015
A10001,Favorite,681,681,92,NA,7.4,43.83,07.10.csv,2015,07.10.2015
A10002,Green,331,331,43,NA,7.7,21.31,07.10.csv,2015,07.10.2015
A10006,Menu Salat,43.5,43.5,29,NA,1.5,2.8,07.10.csv,2015,07.10.2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0.03,07.10.csv,2015,07.10.2015
A10013,Kitchen 3,11,11,1,NA,11,0.71,07.10.csv,2015,07.10.2015
A10014,Kitchen 4,112,112,9,NA,12.44,7.21,07.10.csv,2015,07.10.2015
A10020,Local 0,264,264,37,NA,7.14,16.99,07.10.csv,2015,07.10.2015
A10040,Garden,57.5,57.5,9,2.496,23.04,3.7,07.10.csv,2015,07.10.2015
A10060,Frucht -.70,0.7,0.7,1,NA,0.7,0.05,07.10.csv,2015,07.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.13,07.10.csv,2015,07.10.2015
A10064,Frucht 1.20,1.2,1.2,1,NA,1.2,0.08,07.10.csv,2015,07.10.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.46,07.10.csv,2015,07.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.15,07.10.csv,2015,07.10.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.16,07.10.csv,2015,07.10.2015
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.14,07.10.csv,2015,07.10.2015
A10116,Semmel ,1.4,1.4,1,NA,1.4,0.09,07.10.csv,2015,07.10.2015
A10143,Trockengebäck Lyner verpackt,2.4,2.4,1,NA,2.4,0.15,07.10.csv,2015,07.10.2015
A10152,Wienerli im Teig,2.5,2.5,1,NA,2.5,0.16,07.10.csv,2015,07.10.2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.62,07.10.csv,2015,07.10.2015
A10403,Bagel 1,5.5,5.5,1,NA,5.5,0.35,07.10.csv,2015,07.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.29,07.10.csv,2015,07.10.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.26,07.10.csv,2015,07.10.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.32,07.10.csv,2015,07.10.2015
A10001,Favorite,629,629,84,NA,7.49,40.74,08.10.csv,2015,08.10.2015
A10002,Green,186,186,25,NA,7.44,12.05,08.10.csv,2015,08.10.2015
A10006,Menu Salat,18,18,12,NA,1.5,1.17,08.10.csv,2015,08.10.2015
A10014,Kitchen 4,114,114,9,NA,12.67,7.38,08.10.csv,2015,08.10.2015
A10020,Local 0,464,464,64,NA,7.25,30.05,08.10.csv,2015,08.10.2015
A10040,Garden,62.9,62.9,11,2.684,23.44,4.07,08.10.csv,2015,08.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.13,08.10.csv,2015,08.10.2015
A10064,Frucht 1.20,1.2,1.2,1,NA,1.2,0.08,08.10.csv,2015,08.10.2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0.31,08.10.csv,2015,08.10.2015
A10102,Mandelgipfel ,7.2,7.2,3,NA,2.4,0.47,08.10.csv,2015,08.10.2015
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.16,08.10.csv,2015,08.10.2015
A10116,Semmel ,1.4,1.4,1,NA,1.4,0.09,08.10.csv,2015,08.10.2015
A10143,Trockengebäck Lyner verpackt,2.4,2.4,1,NA,2.4,0.16,08.10.csv,2015,08.10.2015
A10151,Pouletstrudel,2.5,2.5,1,NA,2.5,0.16,08.10.csv,2015,08.10.2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.83,08.10.csv,2015,08.10.2015
A10400,Sandwich klein,4,4,1,NA,4,0.26,08.10.csv,2015,08.10.2015
A10403,Bagel 1,5.5,5.5,1,NA,5.5,0.36,08.10.csv,2015,08.10.2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0.39,08.10.csv,2015,08.10.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.26,08.10.csv,2015,08.10.2015
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.26,08.10.csv,2015,08.10.2015
A10451,Sandwich Bauette,10,10,2,NA,5,0.65,08.10.csv,2015,08.10.2015
A10001,Favorite,433,433,59,NA,7.34,33.29,09.10.csv,2015,09.10.2015
A10002,Green,168,168,22,NA,7.64,12.92,09.10.csv,2015,09.10.2015
A100039,Portion Pommes,5.5,5.5,1,NA,5.5,0.42,09.10.csv,2015,09.10.2015
A10005,Menu Suppe,1.5,1.5,1,NA,1.5,0.12,09.10.csv,2015,09.10.2015
A10006,Menu Salat,7.5,7.5,5,NA,1.5,0.58,09.10.csv,2015,09.10.2015
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0.08,09.10.csv,2015,09.10.2015
A10012,Kitchen 2,279,279,27,NA,10.33,21.45,09.10.csv,2015,09.10.2015
A10020,Local 0,341,341,47,NA,7.26,26.22,09.10.csv,2015,09.10.2015
A10040,Garden,26.7,26.7,5,1.162,22.98,2.05,09.10.csv,2015,09.10.2015
A10072,Schichtjoghurt,3,3,1,NA,3,0.23,09.10.csv,2015,09.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.18,09.10.csv,2015,09.10.2015
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.34,09.10.csv,2015,09.10.2015
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0.13,09.10.csv,2015,09.10.2015
A10115,Kaisersemmel ,1.4,1.4,1,NA,1.4,0.11,09.10.csv,2015,09.10.2015
A10163,Bürli,1.4,1.4,1,NA,1.4,0.11,09.10.csv,2015,09.10.2015
